event_id,dataset,channel,start_index,peak_index,end_index,start_time,peak_time,end_time,peak_value,duration,detection_methods,method_count,evidence_score,accepted,rejection_reason
expert10-FBG3-009,expert10,FBG3,549,551,554,10.99989,11.03989,11.099889,-0.001941366044832575,0.09999899999999862,change_point|peak,2,0.44999999999999996,False,low_amplitude (dev_std=2.82 < 5.0)
expert10-FBG3-010,expert10,FBG3,622,624,626,12.459875,12.499875,12.539875,0.001644005434999004,0.08000000000000007,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.43)"
expert10-FBG3-011,expert10,FBG3,677,678,680,13.559864,13.579864,13.619864,0.001576121165573487,0.0600000000000005,change_point|peak,2,0.44999999999999996,False,low_amplitude (dev_std=2.33 < 5.0)
expert10-FBG3-012,expert10,FBG3,713,713,713,14.279857,14.279857,14.279857,-0.0013010013768313114,0.0,peak,1,0.3,False,duration_below_min_samples (1 < 3)
expert10-FBG3-013,expert10,FBG3,808,810,813,16.179838,16.219837,16.279837,-0.0017772572270394165,0.0999990000000004,change_point|peak,2,0.44999999999999996,False,low_amplitude (dev_std=2.58 < 5.0)
expert10-FBG3-014,expert10,FBG3,898,901,904,17.97982,18.039819,18.099819,-0.0024956828135669655,0.11999899999999997,change_point|derivative|peak,3,0.7,False,low_amplitude (dev_std=3.63 < 5.0)
expert10-FBG3-015,expert10,FBG3,1039,1041,1045,20.799792,20.839791,20.919791,-0.002228232146157778,0.11999899999999997,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=3.24)"
expert10-FBG3-016,expert10,FBG3,1066,1068,1070,21.339786,21.379786,21.419785,0.0016380985690667266,0.07999900000000082,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.42)"
expert10-FBG3-017,expert10,FBG3,334,334,334,6.699933,6.699933,6.699933,0.0008117043099036729,0.0,change_point,1,0.15,False,duration_below_min_samples (1 < 3)
expert12-FBG1-001,expert12,FBG1,14,15,17,0.299997,0.319997,0.359996,-0.004798830990285931,0.05999899999999997,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.25)"
expert12-FBG1-002,expert12,FBG1,64,65,68,1.299987,1.319987,1.379986,0.005245898687762474,0.07999899999999993,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.41)"
expert12-FBG1-003,expert12,FBG1,185,185,185,3.719963,3.719963,3.719963,0.003148433888577011,0.0,peak,1,0.3,False,duration_below_min_samples (1 < 3)
expert12-FBG1-004,expert12,FBG1,226,228,230,4.539954,4.579954,4.619954,0.005370893270763373,0.08000000000000007,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.47)"
expert12-FBG1-005,expert12,FBG1,290,291,293,5.819942,5.839941,5.879941,-0.004804555208738233,0.05999899999999947,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.25)"
expert12-FBG1-006,expert12,FBG1,376,376,376,7.539924,7.539924,7.539924,0.0033163670652082105,0.0,peak,1,0.3,False,duration_below_min_samples (1 < 3)
expert12-FBG1-007,expert12,FBG1,431,431,431,8.639913,8.639913,8.639913,0.0034339230721940886,0.0,peak,1,0.3,False,duration_below_min_samples (1 < 3)
expert12-FBG1-008,expert12,FBG1,602,602,602,12.059879,12.059879,12.059879,0.0037967498981846324,0.0,peak,1,0.3,False,duration_below_min_samples (1 < 3)
expert12-FBG1-009,expert12,FBG1,547,547,547,10.95989,10.95989,10.95989,0.0030119208793678905,0.0,change_point,1,0.15,False,duration_below_min_samples (1 < 3)
expert12-FBG2-001,expert12,FBG2,48,49,51,0.97999,0.99999,1.039989,-0.001343688690099357,0.059999000000000025,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.16)"
expert12-FBG2-002,expert12,FBG2,106,108,111,2.139979,2.179978,2.239977,-0.001592581141300463,0.09999800000000025,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.56)"
expert12-FBG2-003,expert12,FBG2,145,149,623,2.919971,2.99997,12.479875,0.017283395691071096,9.559904,change_point|derivative|peak|threshold,4,1.0,False,"no_confirmed_recovery (end_index=623, signal_length=624)"
expert12-FBG2-004,expert12,FBG2,194,204,214,3.899961,4.099959,4.299957,0.005878565800935706,0.39999600000000024,peak,1,0.3,False,insufficient_method_agreement (1 < 2)
expert12-FBG2-005,expert12,FBG2,279,296,299,5.599944,5.93994,5.99994,0.005359904610950367,0.3999959999999998,peak,1,0.3,False,insufficient_method_agreement (1 < 2)
expert12-FBG2-006,expert12,FBG2,350,360,370,7.01993,7.219928,7.419925,0.006485454170006092,0.39999500000000054,change_point|peak,2,0.44999999999999996,True,
expert12-FBG2-007,expert12,FBG2,399,415,484,7.99992,8.319916,9.699903,0.006177887410084085,1.6999830000000005,change_point|peak,2,0.44999999999999996,True,
expert12-FBG2-008,expert12,FBG2,519,547,557,10.399896,10.95989,11.159888,0.006070995477771954,0.7599920000000004,change_point|peak,2,0.44999999999999996,True,
expert12-FBG2-009,expert12,FBG2,579,579,599,11.599884,11.599884,11.99988,0.0048009598240967835,0.3999959999999998,peak,1,0.3,False,insufficient_method_agreement (1 < 2)
expert12-FBG3-001,expert12,FBG3,33,36,39,0.679993,0.739992,0.799992,0.0024906059899269944,0.11999900000000008,change_point|peak,2,0.44999999999999996,False,low_amplitude (dev_std=2.79 < 5.0)
expert12-FBG3-002,expert12,FBG3,70,70,70,1.419986,1.419986,1.419986,-0.0013252447485000215,0.0,change_point|peak,2,0.44999999999999996,False,duration_below_min_samples (1 < 3)
expert12-FBG3-003,expert12,FBG3,137,138,141,2.759972,2.779972,2.839972,0.0022845166375901403,0.08000000000000007,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.56)"
expert12-FBG3-004,expert12,FBG3,194,194,194,3.899961,3.899961,3.899961,0.0017462357719913123,0.0,change_point|peak,2,0.44999999999999996,False,duration_below_min_samples (1 < 3)
expert12-FBG3-005,expert12,FBG3,484,485,487,9.699903,9.719903,9.759902,0.0019489783978834999,0.05999899999999947,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.19)"
expert12-FBG3-006,expert12,FBG3,453,453,453,9.079909,9.079909,9.079909,0.0015672444495967212,0.0,change_point,1,0.15,False,duration_below_min_samples (1 < 3)
expert12-FBG3-007,expert12,FBG3,585,585,585,11.719882,11.719882,11.719882,0.0014818532132112097,0.0,change_point,1,0.15,False,duration_below_min_samples (1 < 3)
expert13-FBG1-001,expert13,FBG1,20,22,25,0.419996,0.459996,0.519995,0.0055085526500555084,0.099999,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.90)"
expert13-FBG1-002,expert13,FBG1,126,129,133,2.539975,2.599974,2.679973,-0.005853819060246514,0.13999799999999984,change_point|peak,2,0.44999999999999996,False,low_amplitude (dev_std=3.05 < 5.0)
expert13-FBG1-003,expert13,FBG1,177,178,180,3.559964,3.579964,3.619964,-0.004692916030230261,0.06000000000000005,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.44)"
expert13-FBG1-004,expert13,FBG1,220,221,222,4.419956,4.439956,4.459955,0.004068522278672805,0.039998999999999896,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.15)"
expert13-FBG1-005,expert13,FBG1,339,341,344,6.799932,6.839932,6.899931,-0.0056529152711254985,0.0999989999999995,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.94)"
expert13-FBG1-006,expert13,FBG1,465,465,465,9.319907,9.319907,9.319907,0.003713504590472511,0.0,change_point|peak,2,0.44999999999999996,False,duration_below_min_samples (1 < 3)
expert13-FBG1-007,expert13,FBG1,532,532,533,10.659893,10.659893,10.679893,0.0038416174583328676,0.019999999999999574,change_point|peak,2,0.44999999999999996,False,duration_below_min_samples (2 < 3)
expert13-FBG1-008,expert13,FBG1,638,641,644,12.779872,12.839872,12.899871,0.005588803380745258,0.11999899999999997,change_point|peak,2,0.44999999999999996,False,low_amplitude (dev_std=2.94 < 5.0)
expert13-FBG1-009,expert13,FBG1,798,798,798,15.97984,15.97984,15.97984,-0.0028613785801890664,0.0,peak,1,0.3,False,duration_below_min_samples (1 < 3)
expert13-FBG1-010,expert13,FBG1,845,846,848,16.919831,16.939831,16.97983,-0.004045789097042685,0.059999000000001246,change_point|peak,2,0.44999999999999996,False,low_amplitude (dev_std=2.10 < 5.0)
expert13-FBG1-011,expert13,FBG1,884,885,887,17.699823,17.719823,17.759822,0.004249807031780297,0.059999000000001246,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.24)"
expert13-FBG1-012,expert13,FBG1,935,936,938,18.719813,18.739813,18.779812,0.004351381744615435,0.059999000000001246,change_point|peak,2,0.44999999999999996,False,low_amplitude (dev_std=2.30 < 5.0)
expert13-FBG1-013,expert13,FBG1,1019,1019,1019,20.399796,20.399796,20.399796,0.002764956897066892,0.0,change_point,1,0.15,False,duration_below_min_samples (1 < 3)
expert13-FBG2-001,expert13,FBG2,0,0,1,0.02,0.02,0.04,0.00217413319651227,0.02,peak,1,0.3,False,duration_below_min_samples (2 < 3)
expert13-FBG2-002,expert13,FBG2,39,41,43,0.799992,0.839992,0.879992,0.0016907712759188195,0.07999999999999996,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.55)"
expert13-FBG2-003,expert13,FBG2,71,71,72,1.439986,1.439986,1.459986,-0.0013805530765761097,0.020000000000000018,peak,1,0.3,False,duration_below_min_samples (2 < 3)
expert13-FBG2-004,expert13,FBG2,160,163,167,3.219968,3.279967,3.359967,0.004967376623506244,0.13999899999999998,change_point|derivative|peak|threshold,4,1.0,True,
expert13-FBG2-005,expert13,FBG2,200,203,206,4.01996,4.079959,4.139959,0.0020933330686163203,0.11999899999999997,change_point|peak,2,0.44999999999999996,False,low_amplitude (dev_std=3.16 < 5.0)
expert13-FBG2-006,expert13,FBG2,236,236,236,4.739953,4.739953,4.739953,0.0011737024813807358,0.0,peak,1,0.3,False,duration_below_min_samples (1 < 3)
expert13-FBG2-007,expert13,FBG2,288,290,293,5.779942,5.819942,5.879941,0.0017657543340840254,0.0999989999999995,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.66)"
expert13-FBG2-008,expert13,FBG2,335,336,337,6.719933,6.739933,6.759933,0.0014239623009509215,0.040000000000000036,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.15)"
expert13-FBG2-009,expert13,FBG2,377,378,380,7.559924,7.579924,7.619924,0.0014601022020799953,0.0600000000000005,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.20)"
expert13-FBG2-010,expert13,FBG2,463,463,463,9.279907,9.279907,9.279907,0.001240303984190312,0.0,peak,1,0.3,False,duration_below_min_samples (1 < 3)
expert13-FBG2-011,expert13,FBG2,547,547,549,10.95989,10.95989,10.99989,0.0014055183466077062,0.040000000000000924,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.12)"
expert13-FBG2-012,expert13,FBG2,587,587,587,11.759882,11.759882,11.759882,-0.0011743858863608467,0.0,peak,1,0.3,False,duration_below_min_samples (1 < 3)
expert13-FBG2-013,expert13,FBG2,639,639,639,12.799872,12.799872,12.799872,0.0012018235932133496,0.0,peak,1,0.3,False,duration_below_min_samples (1 < 3)
expert13-FBG2-014,expert13,FBG2,668,668,668,13.379866,13.379866,13.379866,-0.0009533778829397441,0.0,peak,1,0.3,False,duration_below_min_samples (1 < 3)
expert13-FBG2-015,expert13,FBG2,718,718,718,14.379856,14.379856,14.379856,0.0010682741419012667,0.0,peak,1,0.3,False,duration_below_min_samples (1 < 3)
expert13-FBG2-016,expert13,FBG2,820,820,820,16.419836,16.419836,16.419836,-0.0011743171133080988,0.0,peak,1,0.3,False,duration_below_min_samples (1 < 3)
expert13-FBG2-017,expert13,FBG2,880,924,1023,17.619824,18.499815,20.479795,-0.036247673293054596,2.859970999999998,change_point|derivative|peak|threshold,4,1.0,False,"no_confirmed_recovery (end_index=1023, signal_length=1024)"
expert13-FBG2-018,expert13,FBG2,999,999,1019,19.9998,19.9998,20.399796,-0.027590283734364503,0.399995999999998,peak,1,0.3,False,"no_confirmed_recovery (end_index=1019, signal_length=1024)"
expert13-FBG2-019,expert13,FBG2,112,112,112,2.259978,2.259978,2.259978,-0.0010038692283101656,0.0,change_point,1,0.15,False,duration_below_min_samples (1 < 3)
expert13-FBG3-001,expert13,FBG3,112,115,121,2.259978,2.319977,2.439976,-0.0025880897068436474,0.17999800000000032,change_point|peak|threshold,3,0.75,False,low_amplitude (dev_std=4.77 < 5.0)
expert13-FBG3-002,expert13,FBG3,161,161,161,3.239968,3.239968,3.239968,-0.0010742501863748785,0.0,peak,1,0.3,False,duration_below_min_samples (1 < 3)
expert13-FBG3-003,expert13,FBG3,210,213,223,4.219958,4.279957,4.479955,0.001953777571694895,0.25999700000000026,derivative|peak,2,0.55,False,low_amplitude (dev_std=3.58 < 5.0)
expert13-FBG3-004,expert13,FBG3,245,245,245,4.919951,4.919951,4.919951,-0.001062638753519245,0.0,derivative,1,0.25,False,duration_below_min_samples (1 < 3)
expert13-FBG3-005,expert13,FBG3,296,298,302,5.939941,5.97994,6.05994,-0.002213615836800539,0.11999899999999997,derivative|peak,2,0.55,False,low_amplitude (dev_std=4.08 < 5.0)
expert13-FBG3-006,expert13,FBG3,471,474,477,9.439906,9.499905,9.559905,-0.0022485536926869177,0.11999899999999997,change_point|derivative|peak,3,0.7,False,low_amplitude (dev_std=4.14 < 5.0)
expert13-FBG3-007,expert13,FBG3,556,558,561,11.139889,11.179888,11.239888,0.0016538298819852076,0.0999990000000004,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=3.03)"
expert13-FBG3-008,expert13,FBG3,659,662,666,13.199868,13.259867,13.339866,-0.0024016478392969404,0.1399980000000003,derivative|peak,2,0.55,False,low_amplitude (dev_std=4.42 < 5.0)
expert13-FBG3-009,expert13,FBG3,754,756,760,15.099849,15.139848,15.219848,-0.001902506923904901,0.11999899999999997,derivative|peak,2,0.55,False,low_amplitude (dev_std=3.51 < 5.0)
expert13-FBG3-010,expert13,FBG3,882,884,887,17.659823,17.699823,17.759822,-0.00195705070471146,0.0999990000000004,derivative|peak,2,0.55,False,low_amplitude (dev_std=3.61 < 5.0)
expert13-FBG3-011,expert13,FBG3,963,963,966,19.279807,19.279807,19.339806,-0.0009272304887221037,0.05999899999999769,derivative,1,0.25,False,"noise_like_event (methods=1, dev_std=1.72)"
expert13-FBG3-012,expert13,FBG3,1020,1022,1022,20.419796,20.459795,20.459795,-0.001344821811997147,0.03999899999999812,peak,1,0.3,False,"no_confirmed_recovery (end_index=1022, signal_length=1024)"
expert7-FBG1-001,expert7,FBG1,0,0,2,0.02,0.02,0.059999,0.00688222414504436,0.03999899999999999,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=4.01)"
expert7-FBG1-002,expert7,FBG1,55,55,55,1.119989,1.119989,1.119989,-0.0032623266446069046,0.0,peak,1,0.3,False,duration_below_min_samples (1 < 3)
expert7-FBG1-003,expert7,FBG1,115,117,119,2.319977,2.359976,2.399976,0.003975670915493456,0.07999899999999993,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.31)"
expert7-FBG1-004,expert7,FBG1,163,166,169,3.279967,3.339967,3.399966,-0.005399345141239662,0.11999899999999997,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=3.17)"
expert7-FBG1-005,expert7,FBG1,201,201,201,4.03996,4.03996,4.03996,0.0029712705933966775,0.0,peak,1,0.3,False,duration_below_min_samples (1 < 3)
expert7-FBG1-006,expert7,FBG1,235,237,240,4.719953,4.759953,4.819952,-0.004463509015892124,0.0999989999999995,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.62)"
expert7-FBG1-007,expert7,FBG1,288,288,290,5.779942,5.779942,5.819942,0.0039506659576625195,0.040000000000000036,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.30)"
expert7-FBG1-008,expert7,FBG1,368,370,372,7.379926,7.419926,7.459925,-0.004557954135885116,0.07999899999999993,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.68)"
expert7-FBG1-009,expert7,FBG1,459,459,460,9.199908,9.199908,9.219908,-0.003490599260684186,0.019999999999999574,peak,1,0.3,False,duration_below_min_samples (2 < 3)
expert7-FBG1-010,expert7,FBG1,486,486,486,9.739902,9.739902,9.739902,0.0024566127287458674,0.0,peak,1,0.3,False,duration_below_min_samples (1 < 3)
expert7-FBG1-011,expert7,FBG1,546,547,549,10.93989,10.95989,10.99989,-0.004162056167205989,0.0600000000000005,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.44)"
expert7-FBG1-012,expert7,FBG1,147,147,147,2.95997,2.95997,2.95997,0.0012870287933227668,0.0,change_point,1,0.15,False,duration_below_min_samples (1 < 3)
expert7-FBG2-001,expert7,FBG2,0,0,9,0.02,0.02,0.199998,0.0020449876540184924,0.17999800000000002,derivative|peak,2,0.55,False,low_amplitude (dev_std=3.59 < 5.0)
expert7-FBG2-002,expert7,FBG2,145,147,149,2.919971,2.95997,2.99997,-0.0015273375000836565,0.07999899999999993,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.79)"
expert7-FBG2-003,expert7,FBG2,280,282,288,5.619944,5.659944,5.779942,-0.001814771128756388,0.15999799999999986,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=3.30)"
expert7-FBG2-004,expert7,FBG2,462,466,478,9.259907,9.339906,9.579904,-0.0019512257182493326,0.31999700000000075,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=3.55)"
expert7-FBG2-005,expert7,FBG2,516,519,523,10.339896,10.399896,10.479895,-0.002331156533301117,0.13999900000000132,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=4.23)"
expert7-FBG3-001,expert7,FBG3,48,49,51,0.97999,0.99999,1.03999,-0.0018596816739159551,0.05999999999999994,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.34)"
expert7-FBG3-002,expert7,FBG3,155,156,158,3.119969,3.139969,3.179968,-0.0017654170252615726,0.059998999999999914,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.22)"
expert7-FBG3-003,expert7,FBG3,234,234,234,4.699953,4.699953,4.699953,0.0015508908436619852,0.0,peak,1,0.3,False,duration_below_min_samples (1 < 3)
expert7-FBG3-004,expert7,FBG3,275,275,276,5.519945,5.519945,5.539945,-0.0016454448997944248,0.020000000000000462,change_point|peak,2,0.44999999999999996,False,duration_below_min_samples (2 < 3)
expert7-FBG3-005,expert7,FBG3,380,380,380,7.619924,7.619924,7.619924,0.0014507790599791463,0.0,peak,1,0.3,False,duration_below_min_samples (1 < 3)
expert7-FBG3-006,expert7,FBG3,430,430,430,8.619914,8.619914,8.619914,0.0013958133478975435,0.0,peak,1,0.3,False,duration_below_min_samples (1 < 3)
expert7-FBG3-007,expert7,FBG3,466,467,470,9.339906,9.359907,9.419906,-0.002389364837340816,0.08000000000000007,change_point|peak,2,0.44999999999999996,False,low_amplitude (dev_std=3.00 < 5.0)
expert7-FBG3-008,expert7,FBG3,0,0,2,0.02,0.02,0.059999,0.0033245732505919356,0.03999899999999999,derivative,1,0.25,False,"noise_like_event (methods=1, dev_std=4.12)"
expert7-FBG3-009,expert7,FBG3,528,528,528,10.579894,10.579894,10.579894,0.0006152414520547778,0.0,change_point,1,0.15,False,duration_below_min_samples (1 < 3)
expert7-FBG3-010,expert7,FBG3,559,559,559,11.199888,11.199888,11.199888,0.001230632114822054,0.0,change_point,1,0.15,False,duration_below_min_samples (1 < 3)
expert8-FBG1-001,expert8,FBG1,42,42,44,0.859992,0.859992,0.899991,-0.004314451077343432,0.03999900000000001,change_point|peak,2,0.44999999999999996,False,low_amplitude (dev_std=2.28 < 5.0)
expert8-FBG1-002,expert8,FBG1,146,148,150,2.939971,2.97997,3.01997,-0.004309595181708714,0.07999899999999993,change_point|peak,2,0.44999999999999996,False,low_amplitude (dev_std=2.28 < 5.0)
expert8-FBG1-003,expert8,FBG1,182,182,182,3.659963,3.659963,3.659963,0.0033481276120942965,0.0,peak,1,0.3,False,duration_below_min_samples (1 < 3)
expert8-FBG1-004,expert8,FBG1,245,247,249,4.919951,4.95995,4.99995,-0.004264744700521258,0.07999899999999993,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.26)"
expert8-FBG1-005,expert8,FBG1,319,320,322,6.399936,6.419936,6.459935,0.00446061084855853,0.05999899999999947,change_point|peak,2,0.44999999999999996,False,low_amplitude (dev_std=2.35 < 5.0)
expert8-FBG1-006,expert8,FBG1,517,519,522,10.359896,10.399896,10.459895,-0.0059629535105211635,0.09999899999999862,change_point|peak,2,0.44999999999999996,False,low_amplitude (dev_std=3.16 < 5.0)
expert8-FBG1-007,expert8,FBG1,585,586,589,11.719883,11.739883,11.799882,0.005072031482362247,0.07999900000000082,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.68)"
expert8-FBG1-008,expert8,FBG1,648,648,648,12.97987,12.97987,12.97987,-0.0032848804427679378,0.0,peak,1,0.3,False,duration_below_min_samples (1 < 3)
expert8-FBG1-009,expert8,FBG1,803,805,807,16.079839,16.119839,16.159838,0.0056524292812807995,0.07999900000000082,change_point|peak,2,0.44999999999999996,False,low_amplitude (dev_std=2.99 < 5.0)
expert8-FBG1-010,expert8,FBG1,841,842,845,16.839831,16.859831,16.919831,-0.005281652091942653,0.0799999999999983,peak,1,0.3,False,"noise_like_event (methods=1, dev_std=2.80)"
expert8-FBG1-011,expert8,FBG1,917,918,920,18.359816,18.379816,18.419816,-0.004279471235747287,0.060000000000002274,change_point|peak,2,0.44999999999999996,False,low_amplitude (dev_std=2.27 < 5.0)
